English (en),Hebrew (iw),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
altitude,גוֹבַה,0,0,0,0,0,0,0,0,0,0
alto,אַלט,0,0,0,0,0,0,0,0,0,0
altogether,לְגַמרֵי,0,0,0,0,0,0,0,0,0,0
alumnus,בּוֹגֵר,0,0,0,0,0,0,0,0,0,0
alveolar,אלכוהולי,0,0,0,0,0,0,0,0,0,0
amalgam,אֲמַלְגַמָה,0,0,0,0,0,0,0,0,0,0
amalgamation,הִתמַזְגוּת,0,0,0,0,0,0,0,0,0,0
amass,לִצְבּוֹר,0,0,0,0,0,0,0,0,0,0
amateur,חוֹבְבָן,0,0,0,0,0,0,0,0,0,0
amaze,לְהַדהִים,0,0,0,0,0,0,0,0,1,0
amazement,הִשׁתָאוּת,0,0,0,0,0,0,0,0,0,0
amazingly,מדהים,1,0,0,0,0,0,1,0,1,0
ambassador,שַׁגְרִיר,1,0,0,0,0,0,0,0,0,1
amber,עַנבָּר,0,0,0,0,0,0,0,0,0,0
ambient,הסביבה,0,0,0,0,0,0,0,0,0,0
ambiguity,דו משמעות,0,0,0,0,0,0,0,0,0,0
ambiguous,דו - משמעי,0,1,0,0,0,0,0,0,0,0
ambit,אמביט,0,0,0,0,0,0,0,0,0,0
ambition,שְׁאַפתָנוּת,1,0,0,1,0,0,1,0,0,1
ambitious,שְׁאַפתָנִי,0,0,0,0,0,0,0,0,0,0
ambulance,אַמבּוּלַנס,0,0,0,0,0,1,0,0,0,1
ambush,מארב,0,1,1,0,0,1,0,0,1,0
ameliorate,לְשַׁפֵּר,1,0,0,0,0,0,0,0,0,0
amen,אָמֵן,1,0,0,0,0,0,1,0,0,1
amenable,מקובל,1,0,0,0,0,0,0,0,0,0
amend,לְתַקֵן,1,0,0,0,0,0,0,0,0,0
amendment,תיקון,0,0,0,0,0,0,0,0,0,0
amends,מתקן,1,0,0,0,0,0,0,0,0,0
amenity,נוֹחוּת,1,0,0,0,0,0,0,0,0,0
amethyst,אַחלָמָה,0,0,0,0,0,0,0,0,0,0
amiable,יְדִידוּתִי,1,0,0,0,0,0,0,0,0,0
amicable,חביב,1,0,0,0,0,0,1,0,0,0
amid,בְּתוֹך,0,0,0,0,0,0,0,0,0,0
amidst,בְּתוֹך,0,0,0,0,0,0,0,0,0,0
ammonia,אַמוֹנִיָה,0,0,0,0,1,0,0,0,0,0
ammunition,תַחְמוֹשֶׁת,0,0,0,0,0,0,0,0,0,0
amnesia,שִׁכחָה,0,1,0,0,0,0,0,0,0,0
amnesty,חֲנִינָה,1,0,0,0,0,0,1,0,0,0
amorphous,גָלוּם,0,0,0,0,0,0,0,0,0,0
amortization,פְּחָת,0,0,0,0,0,0,0,0,0,1
amount,כמות,0,0,0,0,0,0,0,0,0,0
amour,NO TRANSLATION,1,0,0,1,0,0,1,0,0,1
ampersand,אמפרסנד,0,0,0,0,0,0,0,0,0,0
amphetamines,אמפטמינים,0,1,0,0,1,0,0,0,0,0
amphibian,דוּחַי,0,0,0,0,0,0,0,0,0,0
amphibious,אַמפִיבִּי,0,0,0,0,0,0,0,0,0,0
amphitheater,אַמְפִיתֵאַטרוֹן,0,0,0,0,0,0,0,0,0,0
amplification,הַגבָּרָה,0,0,0,0,0,0,0,0,0,0
amplify,להגביר,0,0,0,0,0,0,0,0,0,0
amplitude,אמפליטודה,0,0,0,0,0,0,0,0,0,0
amply,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
amputation,קְטִיעָה,0,0,0,0,0,0,0,0,0,0
amulet,קָמִיעַ,0,0,0,0,0,0,0,0,0,0
amuse,לְשַׁעֲשֵׁעַ,1,0,0,0,0,0,1,0,0,0
amused,משועשע,1,0,0,0,0,0,1,0,0,0
amusement,שַׁעֲשׁוּעַ,1,0,0,0,0,0,1,0,0,0
amusing,משעשע,1,0,0,0,0,0,1,0,0,0
ana,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
anaconda,אנקונדה,0,1,0,0,1,1,0,0,0,0
anaesthesia,הַרדָמָה,0,0,0,0,0,0,0,0,0,0
anaesthetic,הרדמה,0,0,0,0,0,0,0,0,0,0
anal,אנאלי,0,1,0,0,0,0,0,0,0,0
analgesic,מְשַׁכֵּך כְּאֵבִים,0,0,0,0,0,0,0,0,0,0
analogous,מַקְבִּיל,0,0,0,0,0,0,0,0,0,0
analogue,אנלוגי,0,0,0,0,0,0,0,0,0,0
analogy,אֲנָלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
analysis,אָנָלִיזָה,0,0,0,0,0,0,0,0,0,0
analyst,מְנַתֵחַ,1,0,0,1,0,0,0,0,0,1
analytic,אֲנַאלִיטִי,0,0,0,0,0,0,0,0,0,0
analyze,לְנַתֵחַ,0,0,0,0,0,0,0,0,0,0
analyzer,מנתח,0,0,0,0,0,0,0,0,0,0
anarchism,אנרכיזם,0,1,1,0,0,1,0,0,0,0
anarchist,אֲנַרכִיסט,0,1,1,0,0,1,0,0,0,0
anarchy,אֲנַרכִיָה,0,1,1,0,0,1,0,0,0,0
anastomosis,הַשָׁקָה,0,0,0,0,0,0,0,0,0,0
anathema,חֵרֶם,0,1,1,0,1,1,0,1,0,0
anatomic,אנטומי,0,0,0,0,0,0,0,0,0,0
anatomy,אֲנָטוֹמִיָה,0,0,0,0,0,0,0,0,0,0
ancestor,אָב קַדמוֹן,0,0,0,0,0,0,0,0,0,0
ancestral,אבות קדמונים,0,0,0,0,0,0,0,0,0,1
ancestry,שׁוֹשֶׁלֶת,0,0,0,0,0,0,0,0,0,0
anchor,לְעַגֵן,1,0,0,0,0,0,0,0,0,0
anchorage,מַעֲגָן,1,0,0,0,0,0,0,1,0,0
ancient,עָתִיק,0,1,0,0,0,0,0,0,0,0
ancillary,נלווה,0,0,0,0,0,0,0,0,0,0
androgen,אנדרוגן,0,0,0,0,0,0,0,0,0,0
anemone,כַּלָנִית,0,0,0,0,0,0,0,0,0,0
anew,מִחָדָשׁ,0,0,0,0,0,0,0,0,0,0
angel,מַלְאָך,1,0,0,1,0,0,1,0,1,1
angelic,מַלאָכִי,1,0,0,0,0,0,1,0,0,1
anger,כַּעַס,0,1,1,0,0,0,0,0,0,0
angina,אַנגִינָה,0,1,0,0,0,1,0,0,0,0
angiography,אנגיוגרפיה,0,0,0,0,0,0,0,0,0,0
angle,זָוִית,0,0,0,0,0,0,0,0,0,0
angling,זווית,0,1,0,1,0,0,0,0,0,0
angry,כּוֹעֵס,0,1,1,0,1,0,0,0,0,0
anguish,צַעַר,0,1,1,0,0,1,0,1,0,0
angular,זוויתית,0,0,0,0,0,0,0,0,0,0
anhydrous,נְטוּל מַיִם,0,0,0,0,0,0,0,0,0,0
animal,בעל חיים,0,0,0,0,0,0,0,0,0,0
animate,לְהַנפִּישׁ,1,0,0,0,0,0,0,0,0,0
animated,אנימציה,1,0,0,0,0,0,1,0,0,0
animation,אנימציה,0,0,0,0,0,0,0,0,0,0
animosity,אֵיבָה,0,1,1,0,1,1,0,1,0,0
animus,עוֹיְנוּת,0,1,1,0,0,0,0,0,0,0
ankle,קרסול,0,0,0,0,0,0,0,0,0,0
annals,קוֹרוֹת,0,0,0,0,0,0,0,0,0,0
annex,לְסַפֵּחַ,0,0,0,0,0,0,0,0,0,0
annexation,סיפוח,0,0,0,0,0,0,0,0,0,0
annexe,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
annihilate,לְהַשְׁמִיד,0,1,1,0,0,1,0,0,0,0
annihilated,מושמד,0,1,1,0,0,1,0,1,0,0
annihilation,הַשׁמָדָה,0,1,1,0,0,1,0,1,0,0
annotate,הוסף הערות,0,0,0,0,0,0,0,0,0,0
annotation,ביאור,0,0,0,0,0,0,0,0,0,0
announce,להכריז,0,0,0,0,0,0,0,0,0,0
announcement,הַכרָזָה,0,0,0,1,0,0,0,0,0,0
annoy,לְהַרְגִיז,0,1,1,0,1,0,0,0,0,0
annoyance,מוֹרַת רוֹחַ,0,1,1,0,1,0,0,0,0,0
annoying,מְעַצבֵּן,0,1,1,0,0,0,0,0,0,0
annuity,אַנוֹנָה,0,0,0,0,0,0,0,0,0,0
annul,לְבַטֵל,0,1,0,0,0,0,0,0,0,0
annular,טַבַּעתִי,0,0,0,0,0,0,0,0,0,0
annulment,ביטול,0,1,0,0,0,0,0,1,0,0
annulus,כטבעת,0,0,0,0,0,0,0,0,0,0
anointing,מְשִׁיחָה,0,0,0,0,0,0,0,0,0,0
anomalous,חָרִיג,0,0,0,0,0,0,0,0,0,0
anomaly,אֲנוֹמַלִיָה,0,1,0,0,0,1,0,0,1,0
anon,anon,0,0,0,0,0,0,0,0,0,0
anonymous,בעילום שם,0,1,0,0,0,0,0,0,0,0
answer,תשובה,0,0,0,0,0,0,0,0,0,0
answerable,דין וחשבון,0,0,0,0,0,0,0,0,0,1
answering,עונה,0,0,0,0,0,0,0,0,0,0
ant,נְמָלָה,0,0,0,0,0,0,0,0,0,0
antagonism,הִתנַגְדוּת,0,1,1,0,0,0,0,0,0,0
antagonist,יָרִיב,0,1,1,0,0,0,0,0,0,0
antagonistic,אנטגוניסטית,0,1,1,0,1,0,0,0,0,0
ante,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
antecedent,מקדים,0,0,0,0,0,0,0,0,0,0
antelope,אַנְטִילוֹפָּה,0,0,0,0,0,0,0,0,0,0
antenna,אַנטֶנָה,0,0,0,0,0,0,0,0,0,0
anterior,קִדמִי,0,0,0,0,0,0,0,0,0,0
anthem,הִמנוֹן,0,0,0,0,0,0,0,0,0,0
anthology,אַנתוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
anthrax,גַחֶלֶת,0,1,0,0,1,1,0,1,0,0
anthropology,אַנתרוֹפּוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
antibiotic,אַנטִיבִּיוֹטִי,0,0,0,0,0,0,0,0,0,0
antibiotics,אַנְטִיבִּיוֹטִיקָה,1,0,0,0,0,0,0,0,0,0
antichrist,אנטיכריסט,0,1,1,0,1,1,0,0,0,0
anticipation,ציפייה,0,0,0,1,0,0,0,0,0,0
anticipatory,מַקדִים,0,0,0,1,0,0,0,0,0,0
antidote,נוגדן,1,0,0,1,0,0,0,0,0,1
antifungal,אנטי פטרייתי,1,0,0,0,0,0,0,0,0,1
antimony,אַנטִימוֹן,0,0,0,0,0,0,0,0,0,0
antipathy,סְלִידָה,0,1,1,0,1,0,0,0,0,0
antiquarian,סוֹחֵר עַתִיקוֹת,0,0,0,0,0,0,0,0,0,0
antiquated,מְיוּשָׁן,0,1,0,0,0,0,0,0,0,0
antique,עָתִיק,1,0,0,0,0,0,0,0,0,0
antiquity,יָמֵי קֶדֶם,0,0,0,0,0,0,0,0,0,0
antiseptic,מְחַטֵא,1,0,0,0,0,0,0,0,0,1
antisocial,אַנְטִי חֵבְרָתִי,0,1,1,0,1,1,0,1,0,0
antithesis,אַנְטִיתֵזָה,0,1,1,0,0,0,0,0,0,0
antithetical,מנוגד,0,0,0,0,0,0,0,0,0,0
antiviral,אנטי ויראלי,0,0,0,0,0,0,0,0,0,0
antler,קֶרֶן הַצְבִי,0,0,0,0,0,0,0,0,0,0
anvil,סַדָן,0,0,0,0,0,0,0,0,0,0
anxiety,חֲרָדָה,0,1,1,1,0,1,0,1,0,0
anxious,חָרֵד,0,1,0,1,0,1,0,0,0,0
aorta,אבי העורקים,0,0,0,0,0,0,0,0,0,0
apace,בִּמְהִירוּת,0,0,0,0,0,0,0,0,0,0
apache,אפאצ'י,0,1,0,0,0,1,0,0,0,0
apartment,דִירָה,0,0,0,0,0,0,0,0,0,0
apathetic,אָדִישׁ,0,1,0,0,0,0,0,1,0,0
apathy,אֲדִישׁוּת,0,1,0,0,0,0,0,1,0,0
ape,קוֹף,0,0,0,0,0,0,0,0,0,0
aperture,צוֹהַר,0,0,0,0,0,0,0,0,0,0
apex,שִׂיא,0,0,0,0,0,0,0,0,0,0
aphid,כְּנִימָה,0,1,0,0,1,0,0,0,0,0
apiece,חתיכה,0,0,0,0,0,0,0,0,0,0
aplomb,בִּטָחוֹן עַצְמִי,1,0,0,0,0,0,0,0,0,0
apocalyptic,אפוקליפטי,0,0,0,0,0,0,0,0,0,0
apologetic,מִתנַצֵל,1,0,0,0,0,0,0,0,0,1
apologist,אפולוג,0,0,0,0,0,0,0,0,0,0
apologize,לְהִתְנַצֵל,1,0,0,0,0,0,0,1,0,1
apology,הִתנַצְלוּת,1,0,0,0,0,0,0,0,0,0
apostasy,כְּפִירָה,0,0,0,0,0,0,0,0,0,0
apostate,מְשׁוּמָד,0,0,0,0,0,0,0,0,0,0
apostle,השליח,1,0,0,0,0,0,0,0,0,1
apostolic,אפוסטולי,0,0,0,0,0,0,0,0,0,1
apostrophe,גֵרֵשׁ,0,0,0,0,0,0,0,0,0,0
appalling,מַחרִיד,0,1,0,0,1,1,0,0,0,0
apparatus,מַנגָנוֹן,0,0,0,0,0,0,0,0,0,0
apparel,הלבשה,0,0,0,0,0,0,0,0,0,0
apparently,ככל הנראה,0,0,0,0,0,0,0,0,0,0
apparition,הוֹפָעָה,0,0,0,0,0,1,0,0,1,0
appeal,עִרעוּר,0,0,0,1,0,0,0,0,0,0
appearance,מראה חיצוני,0,0,0,0,0,0,0,0,0,0
appease,לְרַצוֹת,0,0,0,0,0,0,0,0,0,0
appellant,עוֹרֵר,0,0,0,0,0,0,0,0,0,0
append,לְצַרֵף,0,0,0,0,0,0,0,0,0,0
appendage,תוֹסֶפֶת,0,0,0,0,0,0,0,0,0,0
appendicitis,דַלֶקֶת הַתוֹסֶפתָן,0,1,0,0,0,1,0,1,0,0
appendix,נִספָּח,0,0,0,0,0,0,0,0,0,0
appetite,תֵאָבוֹן,0,0,0,0,0,0,0,0,0,0
appetizer,מתאבן,0,0,0,0,0,0,0,0,0,0
applause,תְשׁוּאוֹת,1,0,0,0,0,0,1,0,1,1
apple,תפוח עץ,0,0,0,0,0,0,0,0,0,0
appliance,מַכשִׁיר,0,0,0,0,0,0,0,0,0,0
appliances,מכשירים,0,0,0,0,0,0,0,0,0,0
applicability,יָשִׂימוּת,0,0,0,0,0,0,0,0,0,0
applicable,יָשִׂים,0,0,0,0,0,0,0,0,0,0
applicant,מְבַקֵשׁ,0,0,0,1,0,0,0,0,0,0
application,יישום,0,0,0,0,0,0,0,0,0,0
apply,להגיש מועמדות,0,0,0,0,0,0,0,0,0,0
appoint,לְמַנוֹת,0,0,0,0,0,0,0,0,0,0
appointment,קביעת פגישה,0,0,0,0,0,0,0,0,0,0
appointments,פגישות,0,0,0,0,0,0,0,0,0,0
apportion,לְחַלֵק,0,0,0,0,0,0,0,0,0,0
apportionment,#NAME?,0,0,0,0,0,0,0,0,0,0
appraise,לְהַעֲרִיך,0,0,0,0,0,0,0,0,0,0
appreciable,ניכר,0,0,0,0,0,0,0,0,0,0
appreciation,הוֹקָרָה,1,0,0,0,0,0,1,0,0,1
apprehend,לַעֲצוֹר,0,0,0,0,0,1,0,0,0,0
apprehension,חֲשָׁשׁ,0,1,0,0,0,1,0,0,0,0
apprehensive,חוֹשֵׁשׁ,0,1,0,1,0,1,0,0,0,0
apprentice,שׁוּליִה,0,0,0,0,0,0,0,0,0,1
apprenticeship,התמחות,0,0,0,0,0,0,0,0,0,0
approach,גִישָׁה,0,0,0,0,0,0,0,0,0,0
approaching,מִתקַרֵב,0,0,0,1,0,0,0,0,0,0
approbation,הַסכָּמָה,1,0,0,0,0,0,0,0,0,1
appropriation,לְקִיחָה,0,1,0,0,0,0,0,0,0,0
approval,הסכמה,1,0,0,0,0,0,0,0,0,0
approve,לְאַשֵׁר,1,0,0,0,0,0,1,0,0,1
approving,אישור,1,0,0,0,0,0,0,0,0,0
approximate,לְהִתְקַרֵב,0,0,0,0,0,0,0,0,0,0
approximately,בְּעֵרֶך,0,0,0,0,0,0,0,0,0,0
approximating,מקרוב,0,0,0,0,0,0,0,0,0,0
approximation,אוּמדָן,0,0,0,0,0,0,0,0,0,0
appurtenances,הנספחים הבאים,0,0,0,0,0,0,0,0,0,0
apron,סינר,0,0,0,0,0,0,0,0,0,0
apt,מַתְאִים,1,0,0,0,0,0,0,0,0,0
aptitude,כִּשָׁרוֹן,1,0,0,0,0,0,0,0,0,0
aqua,אקווה,0,0,0,0,0,0,0,0,0,0
aquamarine,תַרשִׁישׁ,0,0,0,0,0,0,0,0,0,0
aquarium,אַקוַרִיוּם,0,0,0,0,0,0,0,0,0,0
aquatic,מֵימִי,0,0,0,0,0,0,0,0,0,0
aqueduct,אַמַת מַיִם,0,0,0,0,0,0,0,0,0,0
aqueous,מֵימִי,0,0,0,0,0,0,0,0,0,0
arable,חקלאי,0,0,0,0,0,0,0,0,0,0
arbiter,פּוֹסֵק,0,0,0,0,0,0,0,0,0,1
arbitrate,לְהַכרִיעַ,0,0,0,0,0,0,0,0,0,0
arbitration,בוררות,0,0,0,1,0,0,0,0,0,0
arbitrator,בּוֹרֵר,0,0,0,0,0,0,0,0,0,1
arbor,ארבור,0,0,0,0,0,0,0,0,0,0
arc,קֶשֶׁת,0,0,0,0,0,0,0,0,0,0
arcade,מִקמֶרֶת,0,0,0,0,0,0,0,0,0,0
arch,קֶשֶׁת,0,0,0,0,0,0,0,0,0,0
archaeological,ארכיאולוגי,0,0,0,0,0,0,0,0,0,0
archaeologist,אַרכֵיאוֹלוֹג,0,0,0,0,0,0,0,0,0,0
archaeology,אַרכֵיאוֹלוֹגִיָה,1,0,0,1,0,0,0,0,0,0
archaic,אַרְכָאִי,0,1,0,0,0,0,0,0,0,0
archbishop,אַרכִיבִּישׁוֹף,0,0,0,0,0,0,0,0,0,0
arched,קָמוּר,0,0,0,0,0,0,0,0,0,0
archer,קַשָׁת,0,0,0,0,0,0,0,0,0,0
archery,קַשׁתוּת,0,0,0,0,0,0,0,0,0,0
archetype,אַב טִיפּוּס,0,0,0,0,0,0,0,0,0,0
archipelago,אַרכִיפֵּלָג,0,0,0,0,0,0,0,0,0,0
architect,אַדְרִיכָל,0,0,0,0,0,0,0,0,0,0
architecture,ארכיטקטורה,0,0,0,0,0,0,0,0,0,1
archive,ארכיון,0,0,0,0,0,0,0,0,0,0
arctic,אַרקטִי,0,0,0,0,0,0,0,0,0,0
ardent,נִלהָב,1,0,0,1,0,0,1,0,0,0
ardor,לַהַט,1,0,0,0,0,0,0,0,0,0
arduous,כָּרוּך בְּמַאֲמָצִים,0,1,0,0,0,0,0,0,0,0
area,אֵזוֹר,0,0,0,0,0,0,0,0,0,0
arena,זִירָה,0,0,0,0,0,0,0,0,0,0
areola,הינם,0,0,0,0,0,0,0,0,0,0
argent,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
argue,לִטעוֹן,0,1,1,0,0,0,0,0,0,0
argument,טַעֲנָה,0,1,1,0,0,0,0,0,0,0
argumentation,הַנמָקָה,0,0,1,0,0,0,0,0,0,0
argumentative,וַכְּחָנִי,0,1,0,0,0,0,0,0,0,0
arguments,ארגומנטים,0,0,1,0,0,0,0,0,0,0
arid,צָחִיחַ,0,1,0,0,0,0,0,1,0,0
aristocracy,אֲצוּלָה,1,0,0,0,0,0,0,0,0,0
aristocrat,אֲרִיסטוֹקרָט,0,0,0,0,0,0,0,0,0,0
aristocratic,אריסטוקרטית,1,0,0,0,0,0,0,0,0,0
arithmetic,חֶשְׁבּוֹן,0,0,0,0,0,0,0,0,0,0
ark,ארון,0,0,0,0,0,0,0,0,0,0
arm,זְרוֹעַ,0,0,0,0,0,0,0,0,0,0
armada,ארמדה,0,0,0,0,0,0,0,0,0,0
armament,הְתחַמְשׁוּת,0,0,1,0,0,1,0,0,0,0
armaments,נשק,0,1,0,0,0,1,0,0,0,0
armature,עוֹגֶן,0,0,0,0,0,0,0,0,0,0
armed,חָמוּשׁ,1,1,1,0,0,1,0,0,0,0
armor,שִׁריוֹן,1,0,0,0,0,1,0,0,0,1
armored,משוריין,0,0,0,0,0,1,0,0,0,0
armory,נִשׁקִיָה,0,0,0,0,0,0,0,0,0,1
arms,נשק,0,0,0,0,0,0,0,0,0,0
army,צָבָא,0,0,0,0,0,0,0,0,0,0
aroma,אֲרוֹמָה,1,0,0,0,0,0,0,0,0,0
arousal,עִירוּר,0,0,0,0,0,0,0,0,0,0
arouse,לְעוֹרֵר,1,0,0,1,0,0,0,0,0,0
arraignment,עיצום,0,1,1,0,0,1,0,1,0,0
arrange,לְאַרגֵן,0,0,0,0,0,0,0,0,0,0
arranged,מְסוּדָר,0,0,0,0,0,0,0,0,0,0
arrangement,הֶסדֵר,0,0,0,0,0,0,0,0,0,0
array,מַעֲרָך,1,0,0,0,0,0,0,0,0,0
arrears,פיגור,0,1,0,0,0,0,0,0,0,0
arrest,מַעְצָר,0,1,0,0,0,0,0,0,0,0
arrival,הַגָעָה,0,0,0,1,0,0,0,0,0,0
arrive,לְהַגִיעַ,0,0,0,1,0,0,0,0,0,0
arrogance,יְהִירוּת,0,1,0,0,0,0,0,0,0,0
arrogant,יָהִיר,0,1,1,0,1,0,0,0,0,0
arrow,חֵץ,0,0,0,0,0,0,0,0,0,0
arsenal,מַחסָן נֶשֶׁק,0,0,0,0,0,0,0,0,0,0
arsenic,אַרסָן,0,1,0,0,1,1,0,1,0,0
arson,הַצָתָה,0,1,1,0,0,1,0,0,0,0
art,אומנות,1,0,0,1,0,0,1,1,1,0
artery,עוֹרֶק,0,0,0,0,0,0,0,0,0,0
artful,עַרמוּמִי,0,0,0,0,0,0,0,0,0,0
arthropod,ארתרופוד,0,0,0,0,0,0,0,0,0,0
artichoke,אַרטִישׁוֹק,0,0,0,0,0,0,0,0,0,0
article,מאמר,0,0,0,0,0,0,0,0,0,0
articles,מאמרים,0,0,0,0,0,0,0,0,0,0
articulate,לבטא,1,0,0,0,0,0,0,0,0,0
articulation,מִפרוּק,1,0,0,0,0,0,0,0,0,0
artifice,תַחְבּוּלָה,0,0,0,0,0,0,0,0,0,0
artillery,אָרְטִילֶרִיָה,0,1,0,0,0,1,0,0,0,0
artisan,אָמָן,1,0,0,0,0,0,0,0,0,0
artist,אמן,0,0,0,0,0,0,0,0,0,0
artiste,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
artistic,אָמָנוּתִי,1,0,0,0,0,0,0,0,0,0
artists,אמנים,0,0,0,0,0,0,0,0,0,0
ascend,לַעֲלוֹת,0,0,0,0,0,0,0,0,0,0
ascendancy,עולה,1,0,0,0,0,0,0,0,0,0
ascension,העלייה,0,0,0,0,0,0,0,0,0,0
ascent,מַעֲלֶה,1,0,0,0,0,0,0,0,0,0
ascertain,לְוַדֵא,0,0,0,0,0,0,0,0,0,0
ascertained,הוסבר,0,0,0,0,0,0,0,0,0,0
ascetic,סַגְפָן,0,0,0,0,0,0,0,0,0,0
ash,אֵפֶר,0,1,0,0,0,0,0,0,0,0
ashamed,מְבוּיָשׁ,0,1,0,0,1,0,0,1,0,0
ashes,אפר,0,1,0,0,0,0,0,1,0,0
asleep,יָשֵׁן,0,0,0,0,0,0,0,0,0,0
asp,אֶפעֶה,0,0,0,0,0,1,0,0,0,0
aspartame,אספרטיים,0,0,0,0,0,0,0,0,0,0
aspect,אספקט,0,0,0,0,0,0,0,0,0,0
aspects,היבטים,0,0,0,0,0,0,0,0,0,0
asphalt,אַספַלט,0,0,0,0,0,0,0,0,0,0
aspiration,שְׁאִיפָה,1,0,0,1,0,0,1,0,1,1
aspire,לִשְׁאוֹף,1,0,0,1,0,0,1,0,0,0
aspiring,שאפתן,1,0,0,1,0,0,1,0,0,1
ass,תַחַת,0,1,0,0,0,0,0,0,0,0
assail,לִתְקוֹף,0,1,1,0,0,1,0,0,1,0
assailant,תוקף,0,1,1,0,0,1,0,1,0,0
assassin,מִתנַקֵשׁ,0,1,1,0,0,1,0,1,0,0
assassinate,להתנקש,0,1,1,0,0,1,0,0,0,0
assassination,רֶצַח,0,1,1,0,0,1,0,1,0,0
assault,תקיפה,0,1,1,0,0,1,0,0,0,0
assay,assay,0,0,0,0,0,0,0,0,0,0
assemblage,מכלול,0,0,0,0,0,0,0,0,0,0
assemble,להרכיב,0,0,0,0,0,0,0,0,0,0
assembled,התאספו,0,0,0,0,0,0,0,0,0,0
assembly,הַרכָּבָה,1,0,0,0,0,0,0,0,0,1
assent,לְהַסכִּים,1,0,0,0,0,0,0,0,0,0
assert,לִטעוֹן,0,0,0,0,0,0,0,0,0,0
asserting,טענה,1,0,0,0,0,0,0,0,0,1
assertion,טַעֲנָה,0,0,0,0,0,0,0,0,0,0
assess,לְהַעֲרִיך,0,0,0,0,0,0,0,0,0,0
assessment,הערכה,0,0,0,0,0,0,0,0,1,1
assessor,שַׁמַאִי,0,0,0,0,0,0,0,0,0,1
assets,נכסים,1,0,0,0,0,0,0,0,0,0
asshole,מְטוּמטָם,0,1,1,0,1,0,0,0,0,0
assign,לְהַקְצוֹת,0,0,0,0,0,0,0,0,0,0
assignee,נִמחֶה,0,0,0,0,0,0,0,0,0,1
assignment,מְשִׁימָה,0,0,0,0,0,0,0,0,0,0
assimilate,להטמיע,0,0,0,0,0,0,0,0,0,0
assimilation,הַטמָעָה,0,0,0,0,0,0,0,0,0,0
assist,לסייע,1,0,0,0,0,0,0,0,0,1
assistance,סִיוּעַ,1,0,0,0,0,0,0,0,0,0
assistant,עוֹזֵר,0,0,0,0,0,0,0,0,0,0
associate,חָבֵר,1,0,0,0,0,0,0,0,0,1
association,אִרגוּן,0,0,0,0,0,0,0,0,0,1
assorted,מְגוּוָן,0,0,0,0,0,0,0,0,0,0
assortment,מִבְחָר,0,0,0,0,0,0,0,0,0,0
assuage,לְשַׁכֵּך,1,0,0,0,0,0,0,0,0,0
assumed,להניח,0,0,0,0,0,0,0,0,0,0
assuming,בהנחה,0,0,0,0,0,0,0,0,0,0
assumption,הנחה,0,0,0,0,0,0,0,0,0,0
assurance,הַבטָחָה,1,0,0,0,0,0,0,0,0,1
assure,לְהַבטִיחַ,0,0,0,0,0,0,0,0,0,1
assured,בטוח,1,0,0,0,0,0,0,0,0,1
assuredly,אין ספק,0,0,0,0,0,0,0,0,0,1
asterisk,כּוֹכָבִית,0,0,0,0,0,0,0,0,0,0
asteroids,אסטרואידים,0,0,0,0,0,0,0,0,0,0
astigmatism,אסטיגמציה,0,0,0,0,0,0,0,0,0,0
astonishingly,NO TRANSLATION,1,0,0,0,0,0,0,0,1,0
astonishment,תַדְהֵמָה,1,0,0,0,0,0,1,0,1,0
astral,כּוֹכָבִי,0,0,0,0,0,0,0,0,0,0
astray,שולל,0,1,0,0,0,1,0,0,0,0
astringent,חמור,0,1,0,0,0,0,0,0,0,0
astrologer,אַסטרוֹלוֹג,1,0,0,1,0,0,0,0,0,0
astrology,אַסטרוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
astronaut,אַסטרוֹנָאוּט,1,0,0,0,0,0,0,0,0,0
astronomer,אַסטרוֹנוֹם,1,0,0,1,0,0,0,0,0,0
astronomy,אַסטרוֹנוֹמִיָה,0,0,0,0,0,0,0,0,0,0
astute,עָרוּם,1,0,0,0,0,0,0,0,0,0
asunder,לִקְרָעִים,0,0,0,0,0,0,0,0,0,0
asylum,מקלט,0,1,0,0,0,1,0,0,0,0
asymmetric,א-סימטרי,0,0,0,0,0,0,0,0,0,0
asymmetry,אָסִימֵטְרִיָה,0,0,0,0,1,0,0,0,0,0
asymptotic,אסימפטוטית,0,0,0,0,0,0,0,0,0,0
atelier,atelier,0,0,0,0,0,0,0,0,0,0
atheism,אתאיזם,0,1,0,0,0,0,0,0,0,0
atheist,אָתֵאִיסְט,0,0,0,0,0,0,0,0,0,0
atheistic,אתאיסטית,0,0,0,0,0,0,0,0,0,0
atherosclerosis,טרשת עורקים,0,1,0,0,0,1,0,1,0,0
